,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,HasGarage,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_NoGarage,GarageCond_Po,GarageCond_TA,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasbsmt,hasfireplace,SalePrice
280,9,4.418840608,9.331495494,0,3,2,7,5,18,18,5.831882477,4,3,3,4,3,3,6,6.045005314,1,0,5.958424693,6.694562059,4,1,7.069874128,6.694562059,0,7.592366129,0,0,2,1,3,0.693147181,4,7,7,1,3,18,3,2,575,3,2,0,4.442651256,0,5.283203729,0,0,0,0,1,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3978,20.45899825,19.8094415,2.5,9.725854985,0,1,1,1,228500
281,4,4.110873864,8.881975184,2,3,2,6,4,0,0,4.234106505,4,3,5,4,3,1,6,6.809039306,1,0,5.880532986,7.141245122,4,1,7.141245122,0,0,7.141245122,0,0,2,0,2,0.693147181,4,5,7,0,0,0,3,2,572,3,2,0,4.795790546,0,0,0,0,0,0,5,2006,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4012,14.28249024,13.95028443,2,4.795790546,0,0,1,0,185000
282,0,3.555348061,8.529911964,0,3,2,7,4,2,1,5.117993812,4,3,5,4,3,1,6,6.807934944,1,0,6.018593214,7.181591945,5,1,7.181591945,0,0,7.181591945,1,0,2,0,2,0.693147181,4,6,7,1,4,1,2,2,626,3,2,5.153291594,4.143134726,0,0,0,0,0,0,4,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4015,14.36318389,13.98952689,3,9.296426321,0,0,1,1,207500
283,4,4.317488114,9.170871628,0,3,2,8,4,1,0,4.290459441,4,3,5,4,3,1,1,0,1,0,7.292337176,7.292337176,5,1,7.292337176,0,0,7.292337176,0,0,2,0,3,0.693147181,4,6,7,1,4,1,3,3,898,3,2,5.351858133,5.017279837,0,0,0,0,0,0,12,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4017,14.58467435,7.292337176,2,10.36913797,0,0,1,1,244600
284,0,3.931825633,8.988820502,0,3,2,6,4,15,15,0,4,3,5,4,3,1,6,6.06610809,1,0,7.044032897,7.36264527,4,1,7.36264527,0,0,7.36264527,1,0,2,0,2,0.693147181,4,5,7,0,0,15,2,2,529,3,2,0,0,3.970291914,0,0,0,0,0,7,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3984,14.72529054,13.42875336,3,3.970291914,0,0,1,0,179200
285,1,3.583518938,8.355144739,2,2,2,7,4,1,0,0,4,3,5,4,3,1,1,0,1,0,6.439350371,6.439350371,5,1,6.439350371,6.439350371,0,7.13169851,0,0,2,1,2,0.693147181,4,5,7,0,0,1,2,2,528,3,2,0,4.007333185,0,0,0,0,0,0,6,2007,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4013,19.31805111,12.87870074,2.5,4.007333185,0,1,1,0,164700
286,8,4.356708827,9.188810253,0,2,2,6,6,44,25,0,3,3,3,3,3,1,3,6.398594935,1,0,5.746203191,6.816735881,3,1,6.9902565,6.476972363,0,7.458762692,0,0,1,1,3,0.693147181,4,7,7,1,4,44,2,2,440,3,2,0,0,0,0,4.859812404,0,4,0,6,2006,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3943,20.28396474,19.8658238,1.5,4.859812404,0,1,1,1,159000
287,4,4.304065093,9.002824077,0,2,2,4,3,35,35,0,3,3,3,3,3,1,4,6.421622268,1,0,5.501258211,6.755768922,3,1,6.755768922,0,0,6.755768922,0,0,1,0,3,0.693147181,3,5,7,0,0,2006,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2006,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3942,13.51153784,13.17739119,1,0,0,0,1,0,88000
288,4,4.276666119,9.192176401,0,2,2,5,4,43,43,3.465735903,3,4,3,3,3,1,4,6.11146734,1,0,6.070737728,6.783325201,3,1,6.803505258,0,0,6.803505258,0,0,1,0,3,0.693147181,3,5,7,0,0,40,1,1,280,3,2,0,0,0,0,0,0,2,0,2,2010,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3934,13.58683046,12.9149726,1,0,0,0,1,0,122000
289,10,4.110873864,9.07463519,0,3,2,6,6,92,4,0,3,3,2,3,3,1,1,0,1,0,6.549650742,6.549650742,5,1,6.549650742,6.549650742,0,7.242082359,0,0,1,0,3,0.693147181,3,7,7,0,0,4,1,1,384,3,2,0,0,0,0,5.560681631,0,0,0,7,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3918,19.64895223,13.09930148,1,5.560681631,0,1,1,0,153575
290,9,4.795790546,9.655795128,0,3,2,8,4,0,0,0,4,3,5,4,3,3,1,0,1,0,6.98471632,6.98471632,5,1,6.98471632,6.73459166,0,7.560080465,0,0,2,1,3,0.693147181,4,8,7,1,4,0,2,2,685,4,2,0,3.951243719,0,0,0,0,0,0,7,2006,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4012,20.7040243,13.71930798,2.5,3.951243719,0,1,1,1,233230
291,3,4.025351691,8.646113971,1,3,2,5,5,96,8,0,3,2,5,3,2,1,3,5.351858133,1,0,6.34738921,6.66057515,5,0,6.842683282,6.66057515,0,7.448333861,1,0,2,0,6,0.693147181,2,9,7,0,0,2008,0,0,0,0,0,0,5.220355825,0,0,0,0,0,0,3,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3912,20.16383358,18.85511657,3,5.220355825,0,1,1,0,135900
292,8,4.110873864,9.342245443,0,3,2,5,3,60,1,0,3,3,3,3,3,1,2,5.680172609,1,0,6.167516491,6.64509097,4,1,7.046647278,6.343880434,0,7.448333861,0,0,1,1,3,0.693147181,3,8,5,1,4,60,1,1,281,3,2,0,0,0,0,5.081404365,0,0,0,1,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3957,20.03561868,19.07070032,1.5,5.081404365,0,1,1,1,131000
293,9,4.394449155,9.720765916,0,2,2,7,6,29,12,3.555348061,3,3,3,3,3,1,5,6.679599186,1,0,0,6.679599186,2,1,7.292337176,6.679599186,0,7.724888439,1,0,2,1,3,0.693147181,4,9,7,1,3,29,3,2,539,3,2,0,5.525452939,0,0,0,0,0,0,3,2006,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3971,20.65153555,20.65153555,3.5,5.525452939,0,1,1,1,235000
294,4,4.394449155,9.169622539,0,3,2,6,4,56,56,5.476463552,3,3,3,3,3,1,6,7.159291905,1,0,4.882801923,7.25629724,3,1,7.405495663,0,0,7.405495663,1,0,1,0,3,0.693147181,3,7,7,2,4,56,3,2,418,3,2,4.709530201,0,0,0,0,0,0,0,10,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3906,14.6617929,14.56478757,2,4.709530201,0,0,1,1,167000
295,12,3.63758616,8.979416633,0,2,2,6,5,22,22,0,3,3,3,3,3,3,6,6.70930434,1,0,5.220355825,6.9117473,3,1,6.9117473,0,0,6.9117473,1,0,1,0,3,0.693147181,3,6,7,0,0,22,1,2,588,3,2,4.795790546,0,0,0,0,0,4,0,3,2006,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3968,13.8234946,13.62105164,2,4.795790546,0,0,1,0,142500
296,8,4.33073334,9.525953709,0,3,2,5,4,57,57,0,3,3,3,3,3,1,4,6.042632834,1,0,6.196444128,6.814542897,3,1,6.814542897,6.475432717,0,7.351799869,0,0,1,1,4,0.693147181,3,6,7,0,0,57,1,1,282,3,2,5.669880923,0,0,0,0,0,2,0,6,2007,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3900,20.10451851,19.33260845,1.5,5.669880923,0,1,1,0,152000
297,9,4.204692619,8.909235279,2,2,2,7,4,10,9,7.378383713,4,3,5,4,3,1,4,6.476972363,1,0,5.789960171,6.883462586,5,1,6.883462586,6.883462586,0,7.576097341,0,0,2,1,3,0.693147181,4,7,7,1,3,10,2,2,576,3,2,0,2.397895273,0,0,5.293304825,0,0,0,6,2007,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3995,20.65038776,20.24389754,2.5,7.691200098,0,1,1,1,239000
298,9,4.510859507,9.367429587,0,3,2,6,5,39,39,5.902633333,4,3,3,3,3,1,5,5.953243334,3,5.170483995,4.9698133,6.555356892,4,1,6.948897222,6.555356892,0,7.463936604,0,0.693147181,1,2,3,0.693147181,3,7,7,1,4,39,1,2,539,3,2,5.416100402,0,0,0,0,0,0,0,6,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3936,20.05961101,24.62798144,2.34657359,5.416100402,0,1,1,1,175000
299,4,4.394449155,9.546884035,0,3,2,6,7,59,5,0,3,4,3,3,3,1,1,0,1,0,6.996681488,6.996681488,5,1,7.05012252,0,0,7.05012252,0,0.693147181,1,0,3,0.693147181,4,6,7,1,4,59,1,1,300,3,2,0,3.610917913,0,0,0,0,4,0,8,2009,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3954,14.04680401,7.05012252,1.34657359,3.610917913,0,0,1,1,158500
300,3,4.510859507,9.664659134,0,3,2,5,4,53,53,4.043051268,3,3,3,3,3,2,4,6.735780014,1,0,5.783825182,7.061334367,3,1,7.198183577,0,0,7.198183577,1,0,1,0,2,0.693147181,3,5,7,2,4,53,1,1,375,3,2,0,0,0,0,0,0,0,0,6,2006,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3906,14.25951794,13.93396359,2,0,0,0,1,1,157000
301,9,4.204692619,9.694431801,0,0,2,8,4,9,8,0,4,3,5,4,3,1,6,5.641907071,1,0,6.617402978,6.936342736,5,1,7.099201744,7.125283092,0,7.805067044,0,0,2,1,4,0.693147181,4,9,7,1,3,9,3,2,683,3,2,5.342334252,3.931825633,0,0,0,0,0,0,5,2007,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3997,21.16082757,19.86639191,2.5,9.274159885,0,1,1,1,267000
